SCHOOL,STATE,CITY,PROGRAM,DEPARTMENT,PGRM_CAT,DEPT_CAT,TYPE,DELIVERY,LINK
University of California-Davis,California,Davis,hybrid mba with business analytics and technologies concentration,graduate school of management,BI Analytics,dept business,MBA,Campus,http://gsm.ucdavis.edu/bay-area-mba
University of California-Davis,California,Davis,master of science in business analytics,graduate school of management,BI Analytics,dept business,MS,Campus,http://gsm.ucdavis.edu/part-time-mba-bay-area-mba-admissions
University of California-Davis,California,Davis,master's of health informatics,school of medicine,NA,NA,M,Campus,http://gsm.ucdavis.edu/general-information/business-analytics-and-technologies
University of California-Irvine,California,Irvine,business intelligence & data warehousing certificate,uci extension school,BI Analytics,NA,C,Online,http://unex.uci.edu/areas/it/data_warehousing/
University of California-Irvine,California,Irvine,data science certificate,uci extension,DS,NA,C,Online,https://ce.uci.edu/resources/registration/
University of California-Irvine,California,Irvine,predictive analytics certificate program,uci extension school,NA,NA,C,Online,http://unex.uci.edu/areas/it/data_warehousing/courses.aspx
University of California-Riverside,California,Riverside,master of science in engineering - data science specialization,bourns college of engineering,DS,dept engineering,MS,Online,http://www.msol.ucr.edu/
University of California-San Diego,California,La Jolla,data mining certificate,uc san diego extension school,BI Analytics,NA,C,Online,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14
University of California-San Diego,California,La Jolla,master of advanced study in data science and engineering,departments of computer science and engineering,DS,dept cs,M,Campus,dead link - program appears to no longer be offered
University of California-San Diego,California,La Jolla,master of advanced study in data science and engineering,departments of computer science and engineering,DS,dept engineering,M,Campus,dead link - program appears to no longer be offered
University of California-San Diego,California,La Jolla,master of science in business analytics,rady school of management,BI Analytics,dept business,MS,Campus,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14
University of Central Florida,Florida,Orlando,m.s.  in statistical computing data mining track,department of statistics,BI Analytics,dept stats,MS,Campus,http://dms.stat.ucf.edu/
University of Central Florida,Florida,Orlando,m.s.  in statistical computing data mining track,department of statistics,Stats,dept stats,MS,Campus,http://dms.stat.ucf.edu/
University of Central Florida,Florida,Orlando,master of science in data analytics,college of engineering and computer science,NA,dept cs,MS,Campus,https://sciences.ucf.edu/statistics/graduate/admissions/
University of Central Florida,Florida,Orlando,master of science in data analytics,college of engineering and computer science,NA,dept engineering,MS,Campus,https://sciences.ucf.edu/statistics/graduate/admissions/
University of Central Florida,Florida,Orlando,professional science master's program in health care informatics,department of health management and informatics,NA,dept business,M,Online,http://www.graduatecatalog.ucf.edu/programs/Program.aspx?ID=1424&TID=810
University of Chicago,Illinois,Chicago,master of science in computational analysis & public policy (capp),harris school of public policy & computer science department,NA,dept cs,MS,Campus,https://grahamschool.uchicago.edu/credit/master-science-analytics/admissions
University of Chicago,Illinois,Chicago,master of science in analytics,graham school of continuing liberal and professional studies,NA,NA,MS,Campus,http://grahamschool.uchicago.edu/credit/master-science-analytics/index
University of Cincinnati,Ohio,Cincinnati,doctor of philosopy in biostatistics - big data track,college of medicine,Stats,NA,PhD,Campus,https://eh.uc.edu/bio/academic-programs/phd-biostatistics/big-data/
University of Cincinnati,Ohio,Cincinnati,master of science in health informatics,college of allied health sciences,NA,NA,MS,Online,https://eh.uc.edu/assets/uploads/2014/12/PhD-BIOS-Big-Data-required_courses.pdf
University of Cincinnati,Ohio,Cincinnati,master of science in business analytics,lindner college of business,BI Analytics,dept business,MS,Campus,http://med.uc.edu/eh/divisions/bio/how-to-apply
University of Colorado Boulder,Colorado,Boulder,master of science in business administration-business analytics,leeds school of business,BI Analytics,dept business,MS,Campus,http://www.colorado.edu/leedsms/ms-programs
University of Colorado Denver,Colorado,Denver,graduate applied statistics certificate,college of arts and sciences: department of mathematical and statistical sciences,Stats,dept math,C,Campus,http://www.ucdenver.edu/academics/colleges/CLAS/Departments/math/graduateprograms/Pages/Graduate-Statistics-Certificate.aspx
University of Colorado Denver,Colorado,Denver,graduate applied statistics certificate,college of arts and sciences: department of mathematical and statistical sciences,Stats,dept stats,C,Campus,http://www.ucdenver.edu/academics/colleges/CLAS/Departments/math/graduateprograms/Pages/Graduate-Statistics-Certificate.aspx
University of Colorado Denver,Colorado,Denver,ms in business analytics - big data specialization,business school,BI Analytics,dept business,MS,Campus,http://www.ucdenver.edu/academics/colleges/CLAS/Departments/math/graduateprograms/Pages/Graduate-Statistics-Certificate.aspx
University of Colorado Denver,Colorado,Denver,ms in decision sciences,business school,NA,dept business,MS,Campus,http://catalog.ucdenver.edu/preview_program.php?catoid=7&poid=1329&returnto=827
University of Colorado Denver,Colorado,Denver,ms in information systems - business intelligence,business school,BI Analytics,dept business,MS,Online,http://www.ucdenver.edu/student-services/resources/CostsAndFinancing/billing/Pages/StudentBilling.aspx
University of Colorado Denver,Colorado,Denver,ms in information systems - business intelligence,business school,IT IS,dept business,MS,Online,http://www.ucdenver.edu/student-services/resources/CostsAndFinancing/billing/Pages/StudentBilling.aspx
University of Connecticut,Connecticut,Storrs,master of science in business analytics and project management,school of business,BI Analytics,dept business,MS,Campus,http://msbapm.business.uconn.edu/
University of Denver,Colorado,Denver,business information and analytics certificate,daniels college of business,NA,dept business,C,Campus,http://daniels.du.edu/academic-programs/certificates-professional-development/graduate-business-certificates/business-information-analytics/
University of Denver,Colorado,Denver,master of science in business analytics,daniels college of business,BI Analytics,dept business,MS,Campus,http://daniels.du.edu/academic-programs/certificates-professional-development/graduate-business-certificates/
University of Florida,Florida,Gainesville,master of science in information systems and operations management (business intelligence & analytics specialization),warrington college of business administration,BI Analytics,dept business,MS,Campus,http://warrington.ufl.edu/graduate/academics/ms-isom/
University of Florida,Florida,Gainesville,master of science in information systems and operations management (business intelligence & analytics specialization),warrington college of business administration,IT IS,dept business,MS,Campus,http://warrington.ufl.edu/graduate/academics/ms-isom/
University of Georgia,Georgia,Athens,mba with concentration in business analytics,terry college of business,BI Analytics,dept business,MBA,Campus,http://mba.terry.uga.edu/fulltime/concentrations/business-analytics
University of Illinois at Chicago,Illinois,Chicago,master of science in health informatics research track,department of biomedical and health information sciences,NA,NA,MS,Online,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/
University of Illinois at Chicago,Illinois,Chicago,health informatics (ibhe-approved certificate),college of applied health sciences,NA,NA,C,Online,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/
University of Illinois at Chicago,Illinois,Chicago,master of science in business analytics,liautaud graduate school of business,BI Analytics,dept business,MS,Campus,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/
University of Illinois at Chicago,Illinois,Chicago,master of science in management information systems,liautaud graduate school of business,IM,dept business,MS,Campus,http://www.uic.edu/depts/oar/grad/tuition_grad.html
University of Illinois at Springfield,Illinois,Springfield,graduate certificate in business intelligence,department of management information systems,BI Analytics,dept business,C,Online,http://mis.uis.edu/BIcertificate.html
University of Illinois at Urbana-Champaign,Illinois,Champaign,master of science in statistics: analytics concentration,department of statistics,Stats,dept stats,MS,Campus,http://cs.illinois.edu/admissions/graduate/applications-process-requirements
University of Illinois at Urbana-Champaign,Illinois,Champaign,ms in information management,school of information sciences,IM,NA,MS,Campus or online,http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now/online-mcs-data-science-degree-requirements
University of Illinois at Urbana-Champaign,Illinois,Champaign,master of computer science in data science,"the department of statistics, ischool, and coursera",DS,dept stats,M,Online,http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now
University of Illinois at Urbana-Champaign,Illinois,Champaign,master of computer science in data science,"the department of statistics, ischool, and coursera",CS,dept stats,M,Online,http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now
University of Iowa,Iowa,Iowa City,master of science in business analytics,henry b. tippie college of business,BI Analytics,dept business,MS,Campus,http://tippie.uiowa.edu/business-analytics/
University of Kansas,Kansas,Lawrence,certificate in business analytics,school of business,BI Analytics,dept business,C,Campus,http://www.business.ku.edu/business-analytics
University of Kansas,Kansas,Lawrence,mba for working professionals with business analytics advanced core,school of business,BI Analytics,dept business,MBA,Campus,http://www.business.ku.edu/business-analytics
University of Louisville,Kentucky,Louisville,certificate in data mining,department of computer engineering & computer science,BI Analytics,dept cs,C,Campus or online,http://louisville.edu/speed/computer/graduate-studies/dataMining
University of Louisville,Kentucky,Louisville,certificate in data mining,department of computer engineering & computer science,BI Analytics,dept engineering,C,Campus or online,http://louisville.edu/speed/computer/graduate-studies/dataMining
University of Maine,Maine,Orono,graduate certificate in information systems,school of computing and information science,IT IS,NA,C,Online,http://gradcatalog.umaine.edu/preview_program.php?catoid=30&poid=3593&returnto=522
University of Maine,Maine,Orono,master of science in information systems,school of computing and information science,IT IS,NA,MS,Online,http://gradcatalog.umaine.edu/preview_program.php?catoid=30&poid=3593&returnto=522
University of Maine at Farmington,Maine,Farmington,certificate in applied statistics,department of mathematics and statistics,Stats,dept math,C,Campus,http://usm.maine.edu/catalogs/2013-14/certificate-applied-statistics
University of Maine at Farmington,Maine,Farmington,certificate in applied statistics,department of mathematics and statistics,Stats,dept stats,C,Campus,http://usm.maine.edu/catalogs/2013-14/certificate-applied-statistics
University of Maryland-Baltimore County,Maryland,Baltimore,master of science in information systems,department of information science,IT IS,NA,MS,Online,http://onlinems.umbc.edu/
University of Maryland-College Park,Maryland,College Park,master of information management,college of information studies,IM,NA,M,Campus,http://ischool.umd.edu/mim
University of Maryland-College Park,Maryland,College Park,"ms in business, marketing analytics",robert h. smith school of business,NA,dept business,MS,Campus,http://ischool.umd.edu/content/applying-mim-program
University of Maryland-College Park,Maryland,College Park,online mba - specialization in information systems & business analytics,robert h. smith school of business,BI Analytics,dept business,MBA,Online,http://ischool.umd.edu/content/mim-curriculum
University of Maryland-College Park,Maryland,College Park,online mba - specialization in information systems & business analytics,robert h. smith school of business,IT IS,dept business,MBA,Online,http://ischool.umd.edu/content/mim-curriculum
University of Maryland-College Park,Maryland,College Park,ph.d. in information studies - concentration in big data/data science,college of information studies,DS,NA,PhD,Campus,http://ischool.umd.edu/tuition-fees
University of Maryland-University College,Maryland,Adelphi,master of science in data analytics,university of maryland university college graduate school,NA,NA,MS,Online,http://www.umuc.edu/academic-programs/masters-degrees/data-analytics.cfm
University of Massachusetts-Boston,Massachusetts,Boston,ph.d. in business administration - information systems for data science track,college of management,DS,dept business,PhD,Campus,https://www.umb.edu/academics/caps/certificates/business_analytics/admission
University of Massachusetts-Boston,Massachusetts,Boston,ph.d. in business administration - information systems for data science track,college of management,IT IS,dept business,PhD,Campus,https://www.umb.edu/academics/caps/certificates/business_analytics/admission
University of Massachusetts-Boston,Massachusetts,Boston,graduate certificate in business analytics,college of advancing & professional studies,BI Analytics,NA,C,Online,https://www.umb.edu/academics/caps/certificates/business_analytics
University of Massachusetts Amherst,Massachusetts,Amherst,graduate certificate in business analytics,college of management,BI Analytics,dept business,C,Online,http://www.umassonline.net/degrees/graduate-certificate-business-analytics
University of Massachusetts Amherst,Massachusetts,Amherst,master of science in computer science with concentration in data science,college of information and computer sciences,DS,dept cs,MS,Campus,http://www.umassonline.net/degrees/graduate-certificate-business-analytics
University of Massachusetts Amherst,Massachusetts,Amherst,master of science in computer science with concentration in data science,college of information and computer sciences,CS,dept cs,MS,Campus,http://www.umassonline.net/degrees/graduate-certificate-business-analytics
University of Memphis,Tennessee,Memphis,master's program in bioinformatics,college of arts and sciences,NA,NA,M,Campus,http://memphis.edu/binf/
University of Miami,Florida,Coral Gables,master of science in business analytics,university of miami school of business,BI Analytics,dept business,MS,Campus,http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html
University of Michigan-Ann Arbor,Michigan,Ann Arbor,graduate data science (ds) certificate program,trans-disciplinary,DS,NA,C,Campus,http://midas.umich.edu/certificate/
University of Michigan-Dearborn,Michigan,Dearborn,master of science in business analytics,college of business,BI Analytics,dept business,MS,Campus,http://umdearborn.edu/cob/ms-business-analytics/
University of Minnesota-Twin Cities,Minnesota,Minneapolis,master of science in business analytics (msba) - part-time,carlson school of management,BI Analytics,dept business,MS,Campus,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions
University of Minnesota-Twin Cities,Minnesota,Minneapolis,master of science in business analytics (msba) - full-time,carlson school of management,BI Analytics,dept business,MS,Campus,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics
University of Minnesota-Twin Cities,Minnesota,Minneapolis,master's of science in data science,"college of science & engineering, college of liberal arts , and school of public health",DS,dept engineering,MS,Campus,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics
University of Missouri-Columbia,Missouri,Columbia,master of science in data and analytics,"school of information science and learning technologies, computer science department",NA,dept cs,MS,Online,http://dsa.missouri.edu/
University of Missouri-Columbia,Missouri,Columbia,master of science in data and analytics,"school of information science and learning technologies, computer science department",NA,dept tech,MS,Online,http://dsa.missouri.edu/
University of Missouri-St Louis,Missouri,Saint Louis,graduate certificate in business intelligence,information systems department,BI Analytics,NA,C,Campus,http://mis.umsl.edu/M.S.%20in%20I.S./BICertificate.html
University of Nebraska-Lincoln,Nebraska,Lincoln,business analytics graduate certificate,college of business administration,BI Analytics,dept business,C,Online,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/
University of New Hampshire-Main Campus,New Hampshire,Durham,graduate certificate in analytics,graduate school,NA,NA,C,Campus,http://www.unh.edu/analytics/graduate-certificate-analytics
University of New Hampshire-Main Campus,New Hampshire,Durham,master of science in analytics,graduate school,NA,NA,MS,Campus,http://www.unh.edu/analytics/admissions
University of New Haven,Connecticut,West Haven,m.b.a. - business intelligence concentration,college of business,BI Analytics,dept business,MBA,Campus,http://catalog.newhaven.edu/preview_program.php?catoid=3&poid=673&returnto=604
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,graduate certificate in public health informatics,gillings school of global public health and school of information and library science,NA,NA,C,Campus,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/
University of North Carolina at Charlotte,North Carolina,Charlotte,graduate certificate in health informatics,"college of computing and informatics, college of health and human serv",NA,NA,C,Campus,http://analytics.uncc.edu/graduate-certificate
University of North Carolina at Charlotte,North Carolina,Charlotte,professional science master's (psm) in data science and business analytics (dsba),the graduate school,BI Analytics,NA,M,Campus,http://analytics.uncc.edu/admissions/tuition-and-fees
University of North Carolina at Charlotte,North Carolina,Charlotte,graduate certificate in data science and business analytics,college of computing and informatics and the belk college of business,BI Analytics,dept business,C,Campus,http://analytics.uncc.edu/graduate-certificate
University of North Carolina at Charlotte,North Carolina,Charlotte,m.s. in mathematics with concentration in applied statistics,department of mathematics and statistics,Stats,dept math,MS,Campus,http://analytics.uncc.edu/graduate-certificate/course-map
University of North Carolina at Charlotte,North Carolina,Charlotte,m.s. in mathematics with concentration in applied statistics,department of mathematics and statistics,Stats,dept stats,MS,Campus,http://analytics.uncc.edu/graduate-certificate/course-map
University of North Carolina at Greensboro,North Carolina,Greensboro,graduate certificate in business analytics,uncg bryan school of business and economics,BI Analytics,dept business,C,Online,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/
University of North Texas,Texas,Denton,ms - business analytics,college of business,BI Analytics,dept business,MS,Campus,http://www.cob.unt.edu/programs/masters/tracksheets/MS%20Business%20Analytics.pdf
University of Notre Dame,Indiana,Notre Dame,master of science in business analytics,mendoza college of business,BI Analytics,dept business,MS,Campus,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/
University of Notre Dame,Indiana,Notre Dame,master of science in applied and computational mathematics and statistics with a specialty in applied statistics,department of applied and computational mathematics and statistics (acms),Stats,dept math,MS,Campus,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/
University of Notre Dame,Indiana,Notre Dame,master of science in applied and computational mathematics and statistics with a specialty in applied statistics,department of applied and computational mathematics and statistics (acms),Stats,dept stats,MS,Campus,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/
University of Oklahoma Norman Campus,Oklahoma,Norman,ms in management information systems,division of management information systems,IM,dept business,MS,Campus,http://www.ou.edu/content/coe/academics/graduate/apply.html
University of Oklahoma Norman Campus,Oklahoma,Norman,master of data science and analytics,college of engineering,DS,dept engineering,M,Campus or online,http://www.ou.edu/content/coe/academics/graduate/academics/datascience1.html
University of Phoenix,New Mexico,Albuquerque,master of information systems with a graduate business analytics certificate,college of information systems and technology,BI Analytics,dept tech,C,Online,http://www.phoenix.edu/admissions/admission_requirements.html
University of Phoenix,New Mexico,Albuquerque,master of information systems with a graduate business analytics certificate,college of information systems and technology,IT IS,dept tech,C,Online,http://www.phoenix.edu/admissions/admission_requirements.html
University of Phoenix,New Mexico,Albuquerque,graduate certificate in business analytics,college of information systems and technology,BI Analytics,dept tech,C,Online,http://www.phoenix.edu/programs/continuing-education/certificate-programs/technology/cert-g-ba.pdf
University of Pittsburgh-Bradford,Pennsylvania,Bradford,master's degree in biostatistics,graduate school of public health,Stats,NA,M,Campus,http://www.dbmi.pitt.edu/content/apply-program
University of Pittsburgh-Bradford,Pennsylvania,Bradford,master's degree in biomedical informatics,department of biomedical informatics,NA,NA,M,Campus,http://www.dbmi.pitt.edu/training-programs
University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,business analytics certificate,joseph m. katz graduate school of business and college of business administration,BI Analytics,dept business,C,Campus,http://www.business.pitt.edu/katz/mba/academics/certificates/analytics
University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,msis - big data analytics,school of information sciences,NA,NA,M,Campus,http://www.business.pitt.edu/katz/mba/admissions/requirements.php
University of Rochester,New York,Rochester,master of science in data science,institute for data science,DS,dept ds,MS,Campus,http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx
University of Rochester,New York,Rochester,ms in business analytics,simon school of business,BI Analytics,dept business,MS,Campus,http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm
University of Rochester,New York,Rochester,ma and ms in medical statistics,department of biostatistics and computational biology,Stats,dept stats,MS,Campus,http://www.urmc.rochester.edu/education/graduate/phd/statistics/
University of Rochester,New York,Rochester,professional ms in computer science (concentration in data analytics),department of computer science,CS,dept cs,MS,Campus,http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm
University of San Francisco,California,San Francisco,master of science in analytics,college of arts and sciences,NA,NA,MS,Campus,http://www.usfca.edu/analytics/
University of South Carolina-Columbia,South Carolina,Columbia,master of applied statistics,department of statistics,Stats,dept stats,M,Online,http://www.sc.edu/stat_dist/mas.shtml
University of South Florida-Main Campus,Florida,Tampa,analytics and business intelligence certificate,muma college of business,BI Analytics,dept business,C,Campus,http://www.usf.edu/innovative-education/programs/graduate-certificates/analytics-and-business-intelligence.aspx
University of South Florida-Main Campus,Florida,Tampa,ms in health informatics online,morsani college of medicine,NA,NA,MS,Online,http://www.usf.edu/innovative-education/graduate-certificates/programs/analytics-and-business-intelligence.aspx
University of Southern California,California,Los Angeles,master of science in business analytics,marshall school of business,BI Analytics,dept business,MS,Campus,http://www.marshall.usc.edu/msanalytics
University of Southern California,California,Los Angeles,ph.d. in data sciences & operations,marshall school of business,DS,dept business,PhD,Campus,http://www.marshall.usc.edu/msanalytics/program_cost
University of Southern California,California,Los Angeles,master of science in computer science - data science,viterbi school of engineering,DS,dept engineering,MS,Campus,http://www.marshall.usc.edu/msanalytics/admissions
University of Southern California,California,Los Angeles,master of science in computer science - data science,viterbi school of engineering,CS,dept engineering,MS,Campus,http://www.marshall.usc.edu/msanalytics/admissions
University of Southern California,California,Los Angeles,master of science in healthcare decision analysis concentration in business intelligence,school of pharmacy,BI Analytics,NA,MS,Campus,http://www.marshall.usc.edu/msanalytics/curriculum
University of St Francis,Illinois,Joliet,graduate certificate in business analytics,college of business and health administration,BI Analytics,dept business,C,Online,http://www.stfrancis.edu/academics/college-of-business/graduate-certificate-business-analytics/
University of St Francis,Illinois,Joliet,mba with a concentration in business analytics,college of business and health administration,BI Analytics,dept business,MBA,Online,http://www.stfrancis.edu/academics/grad-admission-req/#.V6v0kJMrI2I
University of St. Thomas,Minnesota,Saint Paul,m.s. in data science,graduate programs in software,DS,NA,MS,Campus,http://www.stthomas.edu/gradsoftware/programs/msdatascience/default.html
University of the Pacific,California,Stockton,master of science in analytics,school of engineering and computer science,NA,dept cs,MS,Hybrid,http://www.pacific.edu/Academics/Schools-and-Colleges/School-of-Engineering-and-Computer-Science/Academics-/MS-Analytics-Program.html
University of the Pacific,California,Stockton,master of science in analytics,school of engineering and computer science,NA,dept engineering,MS,Hybrid,http://www.pacific.edu/Academics/Schools-and-Colleges/School-of-Engineering-and-Computer-Science/Academics-/MS-Analytics-Program.html
University of Virginia,Virginia,Charlottesville,master of science in commerce - business analytics,mcintire school of commerce,BI Analytics,NA,MS,Campus,https://www.commerce.virginia.edu/ms-commerce/business-analytics
University of Virginia,Virginia,Charlottesville,master of science in data science (msds),data science institute,DS,dept ds,MS,Campus,https://www.commerce.virginia.edu/ms-commerce/admissions
University of Washington-Seattle Campus,Washington,Seattle,certificate in data science,uw department of computer science & engineering,DS,dept cs,C,Online,http://www.pce.uw.edu/certificates/data-science.html
University of Washington-Seattle Campus,Washington,Seattle,certificate in data science,uw department of computer science & engineering,DS,dept engineering,C,Online,http://www.pce.uw.edu/certificates/data-science.html
University of Washington-Seattle Campus,Washington,Seattle,master of science in data science,interdisciplinary,DS,NA,MS,Campus,https://www.pce.uw.edu/certificates/data-science#applymodal_5505
University of Washington-Seattle Campus,Washington,Seattle,ph.d. in big data and data science,escience institute,DS,NA,PhD,Campus,http://www.pce.uw.edu/certificates/data-science.html
University of Washington-Tacoma Campus,Washington,Tacoma,certificate in business intelligence,uw department of computer science & engineering,BI Analytics,dept cs,C,Campus,https://www.pce.uw.edu/certificates/business-analysis#applymodal_5433
University of Washington-Tacoma Campus,Washington,Tacoma,certificate in business intelligence,uw department of computer science & engineering,BI Analytics,dept engineering,C,Campus,https://www.pce.uw.edu/certificates/business-analysis#applymodal_5433
University of Washington-Tacoma Campus,Washington,Tacoma,certificate in business analysis,professional and continuing education,NA,NA,C,Campus,http://www.pce.uw.edu/certificates/business-analysis.html
University of Wisconsin-Madison,Wisconsin,Madison,master of science in statistics - data science,department of statistics,DS,dept stats,MS,Campus,https://advanceyourcareer.wisc.edu/degrees/data-science/
University of Wisconsin-Madison,Wisconsin,Madison,master of science in statistics - data science,department of statistics,Stats,dept stats,MS,Campus,https://advanceyourcareer.wisc.edu/degrees/data-science/
University of Wisconsin-Milwaukee,Wisconsin,Milwaukee,online graduate certificate in business analytics,the lubar school of business,BI Analytics,dept business,C,Online,http://www4.uwm.edu/business/programs/certificates/business-analytics.cfm
University of Wisconsin Colleges,Wisconsin,Madison,online master of science in data science,uw extension,DS,NA,MS,Online,http://datasciencedegree.wisconsin.edu/
Valparaiso University,Indiana,Valparaiso,certificate in applied econometric and data science foundations using sas,department of economics,DS,NA,C,Campus,http://www.valpo.edu/grad/Program/programs/SAS.php
Valparaiso University,Indiana,Valparaiso,m.s. in analytics and modeling,mathematics and computer science departments,NA,dept math,MS,Campus,http://www.valpo.edu/grad/prospective/appprocess.php
Valparaiso University,Indiana,Valparaiso,m.s. in analytics and modeling,mathematics and computer science departments,NA,dept cs,MS,Campus,http://www.valpo.edu/grad/prospective/appprocess.php
Valparaiso University,Indiana,Valparaiso,mba with concentration and certificate in business intelligence,graduate school,BI Analytics,NA,C,Campus,http://www.valpo.edu/grad/Program/programs/SAS.php
Villanova University,Pennsylvania,Villanova,graduate certificate in applied statistics,liberal arts and sciences,Stats,NA,C,Campus,http://www1.villanova.edu/villanova/business/graduate/specializedprograms/msa/applicationprocess.html
Villanova University,Pennsylvania,Villanova,master of science in applied statistics,liberal arts and sciences,Stats,NA,MS,Campus,http://www1.villanova.edu/villanova/business/graduate/specializedprograms/msa/curriculum.html
Villanova University,Pennsylvania,Villanova,online master of science in analytics,school of business,NA,dept business,MS,Online,http://www1.villanova.edu/villanova/business/graduate/specializedprograms/msa/programinfo.html
Virginia Commonwealth University,Virginia,Richmond,"master of science in business, concentration in decision sciences and business analytics",school of business,BI Analytics,dept business,MS,Campus,http://www.pubapps.vcu.edu/bulletins/prog_search/?did=20172
Virginia Tech,Virginia,Blacksburg,master of science in business administration - business analytics concentration,pamplin college of business,BI Analytics,dept business,MS,Campus,http://analytics.cs.vt.edu/edu-msba.php
Washington University in St Louis,Missouri,Saint Louis,master of science in customer analytics,olin business school,NA,dept business,MS,Campus,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/ms-in-customer-analytics/Pages/default.aspx
West Virginia University,West Virginia,Morgantown,master of professional studies in statistical and data sciences,department of statistics,DS,dept stats,M,Campus,http://www.stat.wvu.edu/Programs/mpsstat.html
West Virginia University,West Virginia,Morgantown,master of professional studies in statistical and data sciences,department of statistics,Stats,dept stats,M,Campus,http://www.stat.wvu.edu/Programs/mpsstat.html
West Virginia University,West Virginia,Morgantown,online hybrid ms in business data analytics,college of business & economics,NA,dept business,MS,Online,http://catalog.wvu.edu/graduate/graduateeducationatwestvirginiauniversity/
Wittenberg University,Ohio,Springfield,master of science in analytics,graduate school,NA,NA,MS,Hybrid,http://www.wittenberg.edu/academics/analytics
Worcester Polytechnic Institute,Massachusetts,Worcester,graduate certificate in data science,data science,DS,dept ds,C,Campus,http://www.wpi.edu/academics/datascience/certificate-program.html
Worcester Polytechnic Institute,Massachusetts,Worcester,master of science in data science,data science,DS,dept ds,MS,Campus,http://www.wpi.edu/academics/datascience/certificate-program.html
Worcester Polytechnic Institute,Massachusetts,Worcester,ph.d. in data science,college of arts & sciences,DS,NA,PhD,Campus,http://www.wpi.edu/academics/datascience/certificate-program.html
